DateTime,Total,TotalCovid,TotalNonCovid,L3,L3Covid,L3NonCovid
2020-04-07T09:59:00Z,47,36,11,46,35,11
2020-04-07T10:59:00Z,47,36,11,46,35,11
2020-04-07T11:59:00Z,47,36,11,46,35,11
2020-04-07T12:59:00Z,47,36,11,46,35,11
2020-04-07T13:59:00Z,47,36,11,46,35,11
2020-04-07T14:59:00Z,47,36,11,46,35,11
2020-04-07T15:59:00Z,47,36,11,46,35,11
2020-04-07T16:59:00Z,46,35,11,46,35,11
2020-04-07T17:59:00Z,46,35,11,46,35,11
2020-04-07T18:59:00Z,46,35,11,46,35,11
2020-04-07T19:59:00Z,46,35,11,46,35,11
2020-04-07T20:59:00Z,45,34,11,45,34,11
2020-04-07T21:59:00Z,45,34,11,45,34,11
2020-04-07T22:59:00Z,45,34,11,45,34,11
2020-04-07T23:59:00Z,45,34,11,45,34,11
2020-04-08T00:59:00Z,45,34,11,45,34,11
2020-04-08T01:59:00Z,45,34,11,45,34,11
2020-04-08T02:59:00Z,45,34,11,45,34,11
2020-04-08T03:59:00Z,45,34,11,45,34,11
2020-04-08T04:59:00Z,45,34,11,45,34,11
2020-04-08T05:59:00Z,45,34,11,45,34,11
2020-04-08T06:59:00Z,46,34,12,46,34,12
2020-04-08T07:59:00Z,47,34,13,47,34,13
2020-04-08T08:59:00Z,47,34,13,47,34,13
2020-04-08T09:59:00Z,47,34,13,47,34,13
2020-04-08T10:59:00Z,47,34,13,47,34,13
2020-04-08T11:59:00Z,47,34,13,47,34,13
2020-04-08T12:59:00Z,47,34,13,47,34,13
2020-04-08T13:59:00Z,47,34,13,47,34,13
2020-04-08T14:59:00Z,47,34,13,47,34,13
2020-04-08T15:59:00Z,47,34,13,47,34,13
2020-04-08T16:59:00Z,47,34,13,47,34,13
2020-04-08T17:59:00Z,47,34,13,47,34,13
2020-04-08T18:59:00Z,47,34,13,47,34,13
2020-04-08T19:59:00Z,46,33,13,46,33,13
2020-04-08T20:59:00Z,46,33,13,46,33,13
2020-04-08T21:59:00Z,46,33,13,46,33,13
2020-04-08T22:59:00Z,46,33,13,46,33,13
2020-04-08T23:59:00Z,48,34,14,48,34,14
2020-04-09T00:59:00Z,48,34,14,47,33,14
2020-04-09T01:59:00Z,48,34,14,47,33,14
2020-04-09T02:59:00Z,48,34,14,47,33,14
2020-04-09T03:59:00Z,48,34,14,47,33,14
2020-04-09T04:59:00Z,48,34,14,47,33,14
2020-04-09T05:59:00Z,48,34,14,47,33,14
2020-04-09T06:59:00Z,48,34,14,47,33,14
2020-04-09T07:59:00Z,48,34,14,47,33,14
2020-04-09T08:59:00Z,48,34,14,47,33,14
2020-04-09T09:59:00Z,48,34,14,47,33,14
2020-04-09T10:59:00Z,48,34,14,47,33,14
2020-04-09T11:59:00Z,48,34,14,47,33,14
2020-04-09T12:59:00Z,48,34,14,47,33,14
2020-04-09T13:59:00Z,48,34,14,47,33,14
2020-04-09T14:59:00Z,48,34,14,47,33,14
2020-04-09T15:59:00Z,48,34,14,47,33,14
2020-04-09T16:59:00Z,48,34,14,47,33,14
2020-04-09T17:59:00Z,47,34,13,46,33,13
2020-04-09T18:59:00Z,47,34,13,46,33,13
2020-04-09T19:59:00Z,47,34,13,46,33,13
2020-04-09T20:59:00Z,47,34,13,46,33,13
2020-04-09T21:59:00Z,47,34,13,46,33,13
2020-04-09T22:59:00Z,47,34,13,46,33,13
2020-04-09T23:59:00Z,48,35,13,47,34,13
2020-04-10T00:59:00Z,48,35,13,47,34,13
2020-04-10T01:59:00Z,48,35,13,47,34,13
2020-04-10T02:59:00Z,48,35,13,47,34,13
2020-04-10T03:59:00Z,46,34,12,45,33,12
2020-04-10T04:59:00Z,47,35,12,46,34,12
2020-04-10T05:59:00Z,47,35,12,46,34,12
2020-04-10T06:59:00Z,47,35,12,46,34,12
2020-04-10T07:59:00Z,47,35,12,46,34,12
2020-04-10T08:59:00Z,47,35,12,46,34,12
2020-04-10T09:59:00Z,47,35,12,46,34,12
2020-04-10T10:59:00Z,47,35,12,46,34,12
2020-04-10T11:59:00Z,47,35,12,46,34,12
2020-04-10T12:59:00Z,46,34,12,45,33,12
2020-04-10T13:59:00Z,46,34,12,45,33,12
2020-04-10T14:59:00Z,46,34,12,45,33,12
2020-04-10T15:59:00Z,46,34,12,45,33,12
2020-04-10T16:59:00Z,46,34,12,45,33,12
2020-04-10T17:59:00Z,45,34,11,44,33,11
2020-04-10T18:59:00Z,43,32,11,42,31,11
2020-04-10T19:59:00Z,42,32,10,41,31,10
2020-04-10T20:59:00Z,41,31,10,40,30,10
2020-04-10T21:59:00Z,41,31,10,40,30,10
2020-04-10T22:59:00Z,41,31,10,40,30,10
2020-04-10T23:59:00Z,42,32,10,41,31,10
2020-04-11T00:59:00Z,42,32,10,41,31,10
2020-04-11T01:59:00Z,42,32,10,41,31,10
2020-04-11T02:59:00Z,44,33,11,43,32,11
2020-04-11T03:59:00Z,44,33,11,43,32,11
2020-04-11T04:59:00Z,45,33,12,44,32,12
2020-04-11T05:59:00Z,45,33,12,44,32,12
2020-04-11T06:59:00Z,45,33,12,44,32,12
2020-04-11T07:59:00Z,45,33,12,44,32,12
2020-04-11T08:59:00Z,45,33,12,44,32,12
2020-04-11T09:59:00Z,45,33,12,44,32,12
2020-04-11T10:59:00Z,45,33,12,44,32,12
2020-04-11T11:59:00Z,45,33,12,44,32,12
2020-04-11T12:59:00Z,45,33,12,44,32,12
2020-04-11T13:59:00Z,45,33,12,44,32,12
2020-04-11T14:59:00Z,45,33,12,44,32,12
2020-04-11T15:59:00Z,45,33,12,44,32,12
2020-04-11T16:59:00Z,45,33,12,44,32,12
2020-04-11T17:59:00Z,45,33,12,44,32,12
2020-04-11T18:59:00Z,45,33,12,44,32,12
2020-04-11T19:59:00Z,45,34,11,44,33,11
2020-04-11T20:59:00Z,45,34,11,44,33,11
2020-04-11T21:59:00Z,45,34,11,44,33,11
2020-04-11T22:59:00Z,45,34,11,44,33,11
2020-04-11T23:59:00Z,46,35,11,45,34,11
2020-04-12T00:59:00Z,45,34,11,45,34,11
2020-04-12T01:59:00Z,45,34,11,45,34,11
2020-04-12T02:59:00Z,45,34,11,45,34,11
2020-04-12T03:59:00Z,45,34,11,45,34,11
2020-04-12T04:59:00Z,45,34,11,45,34,11
2020-04-12T05:59:00Z,45,34,11,45,34,11
2020-04-12T06:59:00Z,45,34,11,45,34,11
2020-04-12T07:59:00Z,45,34,11,45,34,11
2020-04-12T08:59:00Z,45,34,11,45,34,11
2020-04-12T09:59:00Z,46,34,12,46,34,12
2020-04-12T10:59:00Z,46,34,12,46,34,12
2020-04-12T11:59:00Z,46,34,12,46,34,12
2020-04-12T12:59:00Z,46,34,12,46,34,12
2020-04-12T13:59:00Z,46,34,12,46,34,12
2020-04-12T14:59:00Z,46,34,12,46,34,12
2020-04-12T15:59:00Z,47,35,12,47,35,12
2020-04-12T16:59:00Z,47,35,12,47,35,12
2020-04-12T17:59:00Z,47,35,12,47,35,12
2020-04-12T18:59:00Z,47,35,12,47,35,12
2020-04-12T19:59:00Z,47,35,12,47,35,12
2020-04-12T20:59:00Z,47,35,12,47,35,12
2020-04-12T21:59:00Z,47,35,12,47,35,12
2020-04-12T22:59:00Z,47,35,12,47,35,12
2020-04-12T23:59:00Z,48,36,12,48,36,12
2020-04-13T00:59:00Z,48,36,12,46,35,11
2020-04-13T01:59:00Z,48,36,12,46,35,11
2020-04-13T02:59:00Z,49,37,12,47,36,11
2020-04-13T03:59:00Z,49,37,12,47,36,11
2020-04-13T04:59:00Z,49,37,12,47,36,11
2020-04-13T05:59:00Z,49,37,12,47,36,11
2020-04-13T06:59:00Z,49,37,12,47,36,11
2020-04-13T07:59:00Z,49,37,12,47,36,11
2020-04-13T08:59:00Z,49,37,12,47,36,11
2020-04-13T09:59:00Z,49,37,12,47,36,11
2020-04-13T10:59:00Z,49,37,12,47,36,11
2020-04-13T11:59:00Z,49,37,12,47,36,11
2020-04-13T12:59:00Z,49,37,12,47,36,11
2020-04-13T13:59:00Z,50,38,12,47,36,11
2020-04-13T14:59:00Z,50,38,12,47,36,11
2020-04-13T15:59:00Z,50,38,12,47,36,11
2020-04-13T16:59:00Z,50,38,12,47,36,11
2020-04-13T17:59:00Z,50,38,12,47,36,11
2020-04-13T18:59:00Z,50,38,12,47,36,11
2020-04-13T19:59:00Z,50,38,12,47,36,11
2020-04-13T20:59:00Z,50,38,12,47,36,11
2020-04-13T21:59:00Z,49,38,11,46,36,10
2020-04-13T22:59:00Z,49,38,11,46,36,10
2020-04-13T23:59:00Z,49,38,11,46,36,10
2020-04-14T00:59:00Z,48,38,10,45,35,10
2020-04-14T01:59:00Z,49,38,11,46,35,11
2020-04-14T02:59:00Z,49,38,11,46,35,11
2020-04-14T03:59:00Z,51,38,13,47,35,12
2020-04-14T04:59:00Z,50,37,13,47,35,12
2020-04-14T05:59:00Z,50,37,13,47,35,12
2020-04-14T06:59:00Z,50,37,13,47,35,12
2020-04-14T07:59:00Z,50,37,13,47,35,12
2020-04-14T08:59:00Z,50,37,13,47,35,12
2020-04-14T09:59:00Z,50,37,13,47,35,12
2020-04-14T10:59:00Z,50,37,13,47,35,12
2020-04-14T11:59:00Z,50,37,13,47,35,12
2020-04-14T12:59:00Z,50,37,13,47,35,12
2020-04-14T13:59:00Z,50,37,13,47,35,12
2020-04-14T14:59:00Z,50,37,13,47,35,12
2020-04-14T15:59:00Z,49,37,12,47,35,12
2020-04-14T16:59:00Z,49,37,12,47,35,12
2020-04-14T17:59:00Z,49,37,12,47,35,12
2020-04-14T18:59:00Z,49,37,12,47,35,12
2020-04-14T19:59:00Z,49,37,12,47,35,12
2020-04-14T20:59:00Z,49,37,12,47,35,12
2020-04-14T21:59:00Z,48,37,11,46,35,11
2020-04-14T22:59:00Z,48,37,11,46,35,11
2020-04-14T23:59:00Z,47,36,11,46,35,11
2020-04-15T00:59:00Z,47,36,11,44,33,11
2020-04-15T01:59:00Z,47,36,11,44,33,11
2020-04-15T02:59:00Z,47,36,11,44,33,11
2020-04-15T03:59:00Z,47,36,11,44,33,11
2020-04-15T04:59:00Z,47,36,11,44,33,11
2020-04-15T05:59:00Z,47,36,11,44,33,11
2020-04-15T06:59:00Z,47,36,11,44,33,11
2020-04-15T07:59:00Z,47,36,11,44,33,11
2020-04-15T08:59:00Z,47,36,11,44,33,11
2020-04-15T09:59:00Z,47,36,11,44,33,11
2020-04-15T10:59:00Z,47,36,11,44,33,11
2020-04-15T11:59:00Z,47,36,11,44,33,11
2020-04-15T12:59:00Z,47,36,11,44,33,11
2020-04-15T13:59:00Z,47,36,11,44,33,11
2020-04-15T14:59:00Z,48,36,12,45,33,12
2020-04-15T15:59:00Z,48,36,12,45,33,12
2020-04-15T16:59:00Z,48,36,12,45,33,12
2020-04-15T17:59:00Z,48,36,12,45,33,12
2020-04-15T18:59:00Z,48,36,12,45,33,12
2020-04-15T19:59:00Z,48,36,12,45,33,12
2020-04-15T20:59:00Z,48,36,12,45,33,12
2020-04-15T21:59:00Z,48,36,12,45,33,12
2020-04-15T22:59:00Z,48,36,12,45,33,12
2020-04-15T23:59:00Z,48,36,12,45,33,12
2020-04-16T00:59:00Z,48,36,12,45,33,12
2020-04-16T01:59:00Z,48,36,12,45,33,12
2020-04-16T02:59:00Z,48,36,12,45,33,12
2020-04-16T03:59:00Z,48,36,12,45,33,12
2020-04-16T04:59:00Z,49,37,12,46,34,12
2020-04-16T05:59:00Z,49,37,12,46,34,12
2020-04-16T06:59:00Z,49,37,12,46,34,12
2020-04-16T07:59:00Z,49,37,12,46,34,12
2020-04-16T08:59:00Z,49,37,12,46,34,12
2020-04-16T09:59:00Z,49,37,12,46,34,12
2020-04-16T10:59:00Z,49,37,12,46,34,12
2020-04-16T11:59:00Z,49,37,12,46,34,12
2020-04-16T12:59:00Z,49,37,12,46,34,12
2020-04-16T13:59:00Z,49,37,12,46,34,12
2020-04-16T14:59:00Z,50,38,12,47,35,12
2020-04-16T15:59:00Z,50,38,12,47,35,12
2020-04-16T16:59:00Z,49,37,12,47,35,12
2020-04-16T17:59:00Z,49,37,12,47,35,12
2020-04-16T18:59:00Z,49,37,12,47,35,12
2020-04-16T19:59:00Z,47,35,12,46,34,12
2020-04-16T20:59:00Z,47,35,12,46,34,12
2020-04-16T21:59:00Z,47,35,12,46,34,12
2020-04-16T22:59:00Z,47,35,12,46,34,12
2020-04-16T23:59:00Z,47,35,12,46,34,12
2020-04-17T00:59:00Z,47,35,12,45,33,12
2020-04-17T01:59:00Z,47,35,12,45,33,12
2020-04-17T02:59:00Z,46,35,11,44,33,11
2020-04-17T03:59:00Z,46,35,11,44,33,11
2020-04-17T04:59:00Z,46,35,11,44,33,11
2020-04-17T05:59:00Z,46,35,11,44,33,11
2020-04-17T06:59:00Z,46,35,11,44,33,11
2020-04-17T07:59:00Z,46,35,11,44,33,11
2020-04-17T08:59:00Z,46,35,11,44,33,11
2020-04-17T09:59:00Z,46,35,11,44,33,11
2020-04-17T10:59:00Z,47,35,12,44,33,11
2020-04-17T11:59:00Z,47,35,12,44,33,11
2020-04-17T12:59:00Z,47,35,12,44,33,11
2020-04-17T13:59:00Z,47,35,12,44,33,11
2020-04-17T14:59:00Z,47,35,12,44,33,11
2020-04-17T15:59:00Z,47,35,12,44,33,11
2020-04-17T16:59:00Z,48,35,13,45,33,12
2020-04-17T17:59:00Z,48,35,13,45,33,12
2020-04-17T18:59:00Z,48,35,13,45,33,12
2020-04-17T19:59:00Z,48,35,13,45,33,12
2020-04-17T20:59:00Z,48,35,13,45,33,12
2020-04-17T21:59:00Z,49,35,14,45,33,12
2020-04-17T22:59:00Z,49,35,14,45,33,12
2020-04-17T23:59:00Z,48,34,14,44,32,12
2020-04-18T00:59:00Z,48,34,14,41,31,10
2020-04-18T01:59:00Z,49,34,15,42,31,11
2020-04-18T02:59:00Z,49,34,15,42,31,11
2020-04-18T03:59:00Z,49,34,15,42,31,11
2020-04-18T04:59:00Z,49,34,15,42,31,11
2020-04-18T05:59:00Z,48,33,15,42,31,11
2020-04-18T06:59:00Z,48,33,15,42,31,11
2020-04-18T07:59:00Z,48,33,15,42,31,11
2020-04-18T08:59:00Z,48,33,15,42,31,11
2020-04-18T09:59:00Z,48,33,15,42,31,11
2020-04-18T10:59:00Z,48,33,15,42,31,11
2020-04-18T11:59:00Z,48,33,15,42,31,11
2020-04-18T12:59:00Z,48,33,15,42,31,11
2020-04-18T13:59:00Z,48,33,15,42,31,11
2020-04-18T14:59:00Z,49,34,15,43,32,11
2020-04-18T15:59:00Z,49,34,15,43,32,11
2020-04-18T16:59:00Z,49,34,15,43,32,11
2020-04-18T17:59:00Z,48,34,14,43,32,11
2020-04-18T18:59:00Z,47,34,13,43,32,11
2020-04-18T19:59:00Z,46,34,12,42,32,10
2020-04-18T20:59:00Z,46,34,12,42,32,10
2020-04-18T21:59:00Z,46,34,12,42,32,10
2020-04-18T22:59:00Z,46,34,12,42,32,10
2020-04-18T23:59:00Z,46,34,12,42,32,10
2020-04-19T00:59:00Z,46,34,12,36,28,8
2020-04-19T01:59:00Z,48,36,12,38,30,8
2020-04-19T02:59:00Z,48,36,12,38,30,8
2020-04-19T03:59:00Z,48,36,12,38,30,8
2020-04-19T04:59:00Z,48,36,12,38,30,8
2020-04-19T05:59:00Z,48,36,12,38,30,8
2020-04-19T06:59:00Z,49,36,13,39,30,9
2020-04-19T07:59:00Z,49,36,13,39,30,9
2020-04-19T08:59:00Z,49,36,13,39,30,9
2020-04-19T09:59:00Z,49,36,13,39,30,9
2020-04-19T10:59:00Z,49,36,13,39,30,9
2020-04-19T11:59:00Z,49,36,13,39,30,9
2020-04-19T12:59:00Z,49,37,12,40,31,9
2020-04-19T13:59:00Z,48,36,12,39,30,9
2020-04-19T14:59:00Z,48,36,12,39,30,9
2020-04-19T15:59:00Z,48,36,12,39,30,9
2020-04-19T16:59:00Z,48,36,12,39,30,9
2020-04-19T17:59:00Z,48,36,12,39,30,9
2020-04-19T18:59:00Z,48,36,12,39,30,9
2020-04-19T19:59:00Z,47,35,12,39,30,9
2020-04-19T20:59:00Z,47,35,12,39,30,9
2020-04-19T21:59:00Z,46,34,12,39,30,9
2020-04-19T22:59:00Z,46,34,12,39,30,9
2020-04-19T23:59:00Z,46,34,12,39,30,9
2020-04-20T00:59:00Z,46,34,12,38,29,9
2020-04-20T01:59:00Z,47,35,12,39,30,9
2020-04-20T02:59:00Z,48,36,12,40,31,9
2020-04-20T03:59:00Z,48,36,12,40,31,9
2020-04-20T04:59:00Z,48,36,12,40,31,9
2020-04-20T05:59:00Z,49,36,13,41,31,10
2020-04-20T06:59:00Z,49,36,13,41,31,10
2020-04-20T07:59:00Z,49,36,13,41,31,10
2020-04-20T08:59:00Z,49,36,13,41,31,10
2020-04-20T09:59:00Z,49,36,13,41,31,10
2020-04-20T10:59:00Z,49,36,13,41,31,10
2020-04-20T11:59:00Z,49,36,13,41,31,10
2020-04-20T12:59:00Z,49,36,13,41,31,10
2020-04-20T13:59:00Z,49,36,13,41,31,10
2020-04-20T14:59:00Z,49,36,13,41,31,10
2020-04-20T15:59:00Z,49,36,13,41,31,10
2020-04-20T16:59:00Z,49,36,13,41,31,10
2020-04-20T17:59:00Z,48,35,13,41,31,10
2020-04-20T18:59:00Z,48,35,13,41,31,10
2020-04-20T19:59:00Z,48,35,13,41,31,10
2020-04-20T20:59:00Z,48,35,13,41,31,10
2020-04-20T21:59:00Z,48,35,13,41,31,10
2020-04-20T22:59:00Z,48,35,13,41,31,10
2020-04-20T23:59:00Z,48,35,13,41,31,10
2020-04-21T00:59:00Z,48,35,13,41,31,10
2020-04-21T01:59:00Z,48,35,13,41,31,10
2020-04-21T02:59:00Z,48,35,13,41,31,10
2020-04-21T03:59:00Z,47,35,12,40,31,9
2020-04-21T04:59:00Z,47,35,12,40,31,9
2020-04-21T05:59:00Z,47,35,12,40,31,9
2020-04-21T06:59:00Z,47,35,12,40,31,9
2020-04-21T07:59:00Z,47,35,12,40,31,9
2020-04-21T08:59:00Z,47,35,12,40,31,9
2020-04-21T09:59:00Z,47,35,12,40,31,9
2020-04-21T10:59:00Z,47,35,12,40,31,9
2020-04-21T11:59:00Z,47,35,12,40,31,9
2020-04-21T12:59:00Z,47,35,12,40,31,9
2020-04-21T13:59:00Z,47,35,12,40,31,9
2020-04-21T14:59:00Z,47,35,12,41,31,10
2020-04-21T15:59:00Z,47,35,12,41,31,10
2020-04-21T16:59:00Z,47,35,12,41,31,10
2020-04-21T17:59:00Z,47,35,12,41,31,10
2020-04-21T18:59:00Z,46,36,10,42,32,10
2020-04-21T19:59:00Z,45,35,10,41,31,10
2020-04-21T20:59:00Z,45,35,10,41,31,10
2020-04-21T21:59:00Z,45,35,10,41,31,10
2020-04-21T22:59:00Z,45,35,10,41,31,10
2020-04-21T23:59:00Z,45,35,10,41,31,10
2020-04-22T00:59:00Z,44,34,10,38,29,9
2020-04-22T01:59:00Z,44,34,10,38,29,9
2020-04-22T02:59:00Z,44,34,10,38,29,9
2020-04-22T03:59:00Z,44,34,10,38,29,9
2020-04-22T04:59:00Z,44,34,10,38,29,9
2020-04-22T05:59:00Z,44,34,10,38,29,9
2020-04-22T06:59:00Z,44,34,10,38,29,9
2020-04-22T07:59:00Z,44,34,10,38,29,9
2020-04-22T08:59:00Z,44,34,10,38,29,9
2020-04-22T09:59:00Z,44,34,10,38,29,9
2020-04-22T10:59:00Z,44,34,10,38,29,9
2020-04-22T11:59:00Z,44,34,10,38,29,9
2020-04-22T12:59:00Z,44,34,10,38,29,9
2020-04-22T13:59:00Z,44,34,10,38,29,9
2020-04-22T14:59:00Z,45,35,10,40,30,10
2020-04-22T15:59:00Z,45,35,10,40,30,10
2020-04-22T16:59:00Z,45,35,10,40,30,10
2020-04-22T17:59:00Z,45,35,10,40,30,10
2020-04-22T18:59:00Z,45,35,10,40,30,10
2020-04-22T19:59:00Z,43,33,10,39,29,10
2020-04-22T20:59:00Z,43,33,10,39,29,10
2020-04-22T21:59:00Z,42,32,10,39,29,10
2020-04-22T22:59:00Z,42,32,10,39,29,10
2020-04-22T23:59:00Z,42,32,10,39,29,10
2020-04-23T00:59:00Z,43,32,11,37,26,11
2020-04-23T01:59:00Z,43,32,11,37,26,11
2020-04-23T02:59:00Z,43,32,11,37,26,11
2020-04-23T03:59:00Z,43,32,11,37,26,11
2020-04-23T04:59:00Z,43,32,11,37,26,11
2020-04-23T05:59:00Z,44,33,11,38,27,11
2020-04-23T06:59:00Z,45,34,11,39,28,11
2020-04-23T07:59:00Z,45,34,11,39,28,11
2020-04-23T08:59:00Z,45,34,11,39,28,11
2020-04-23T09:59:00Z,45,34,11,39,28,11
2020-04-23T10:59:00Z,45,34,11,39,28,11
2020-04-23T11:59:00Z,45,34,11,39,28,11
2020-04-23T12:59:00Z,44,33,11,38,27,11
2020-04-23T13:59:00Z,44,33,11,38,27,11
2020-04-23T14:59:00Z,44,33,11,38,27,11
2020-04-23T15:59:00Z,43,32,11,38,27,11
2020-04-23T16:59:00Z,42,31,11,38,27,11
2020-04-23T17:59:00Z,42,31,11,38,27,11
2020-04-23T18:59:00Z,42,31,11,38,27,11
2020-04-23T19:59:00Z,42,31,11,38,27,11
2020-04-23T20:59:00Z,42,31,11,38,27,11
2020-04-23T21:59:00Z,42,31,11,38,27,11
2020-04-23T22:59:00Z,42,31,11,38,27,11
2020-04-23T23:59:00Z,42,31,11,38,27,11
2020-04-24T00:59:00Z,42,31,11,37,27,10
2020-04-24T01:59:00Z,42,31,11,37,27,10
2020-04-24T02:59:00Z,42,31,11,37,27,10
2020-04-24T03:59:00Z,42,31,11,37,27,10
2020-04-24T04:59:00Z,42,31,11,37,27,10
2020-04-24T05:59:00Z,42,31,11,37,27,10
2020-04-24T06:59:00Z,42,31,11,37,27,10
2020-04-24T07:59:00Z,42,31,11,37,27,10
2020-04-24T08:59:00Z,42,31,11,37,27,10
2020-04-24T09:59:00Z,42,31,11,37,27,10
2020-04-24T10:59:00Z,42,31,11,37,27,10
2020-04-24T11:59:00Z,42,31,11,37,27,10
2020-04-24T12:59:00Z,42,31,11,37,27,10
2020-04-24T13:59:00Z,42,31,11,37,27,10
2020-04-24T14:59:00Z,41,30,11,36,26,10
2020-04-24T15:59:00Z,41,30,11,36,26,10
2020-04-24T16:59:00Z,41,30,11,36,26,10
2020-04-24T17:59:00Z,40,30,10,35,26,9
2020-04-24T18:59:00Z,40,30,10,35,26,9
2020-04-24T19:59:00Z,39,29,10,34,25,9
2020-04-24T20:59:00Z,39,29,10,34,25,9
2020-04-24T21:59:00Z,39,29,10,34,25,9
2020-04-24T22:59:00Z,39,29,10,34,25,9
2020-04-24T23:59:00Z,39,29,10,34,25,9
2020-04-25T00:59:00Z,39,29,10,33,24,9
2020-04-25T01:59:00Z,39,29,10,33,24,9
2020-04-25T02:59:00Z,38,28,10,32,23,9
2020-04-25T03:59:00Z,39,29,10,33,24,9
2020-04-25T04:59:00Z,39,29,10,33,24,9
2020-04-25T05:59:00Z,39,29,10,33,24,9
2020-04-25T06:59:00Z,39,29,10,33,24,9
2020-04-25T07:59:00Z,40,30,10,34,25,9
2020-04-25T08:59:00Z,40,30,10,34,25,9
2020-04-25T09:59:00Z,40,30,10,34,25,9
2020-04-25T10:59:00Z,40,30,10,34,25,9
2020-04-25T11:59:00Z,41,31,10,35,26,9
2020-04-25T12:59:00Z,40,30,10,34,25,9
2020-04-25T13:59:00Z,40,30,10,34,25,9
2020-04-25T14:59:00Z,40,30,10,34,25,9
2020-04-25T15:59:00Z,40,30,10,34,25,9
2020-04-25T16:59:00Z,40,30,10,34,25,9
2020-04-25T17:59:00Z,39,30,9,34,25,9
2020-04-25T18:59:00Z,37,28,9,33,24,9
2020-04-25T19:59:00Z,36,27,9,32,23,9
2020-04-25T20:59:00Z,36,27,9,32,23,9
2020-04-25T21:59:00Z,36,27,9,32,23,9
2020-04-25T22:59:00Z,36,27,9,32,23,9
2020-04-25T23:59:00Z,36,27,9,32,23,9
2020-04-26T00:59:00Z,36,27,9,31,22,9
2020-04-26T01:59:00Z,36,27,9,31,22,9
2020-04-26T02:59:00Z,36,27,9,31,22,9
2020-04-26T03:59:00Z,36,27,9,31,22,9
2020-04-26T04:59:00Z,36,27,9,31,22,9
2020-04-26T05:59:00Z,36,27,9,31,22,9
2020-04-26T06:59:00Z,36,27,9,31,22,9
2020-04-26T07:59:00Z,35,26,9,31,22,9
2020-04-26T08:59:00Z,35,26,9,31,22,9
2020-04-26T09:59:00Z,35,26,9,31,22,9
2020-04-26T10:59:00Z,34,25,9,31,22,9
2020-04-26T11:59:00Z,34,25,9,31,22,9
2020-04-26T12:59:00Z,35,25,10,32,22,10
2020-04-26T13:59:00Z,35,25,10,32,22,10
2020-04-26T14:59:00Z,34,24,10,31,21,10
2020-04-26T15:59:00Z,34,24,10,31,21,10
2020-04-26T16:59:00Z,33,24,9,30,21,9
2020-04-26T17:59:00Z,32,23,9,29,20,9
2020-04-26T18:59:00Z,32,23,9,29,20,9
2020-04-26T19:59:00Z,31,22,9,28,19,9
2020-04-26T20:59:00Z,31,22,9,28,19,9
2020-04-26T21:59:00Z,31,22,9,28,19,9
2020-04-26T22:59:00Z,31,22,9,28,19,9
2020-04-26T23:59:00Z,31,22,9,28,19,9
2020-04-27T00:59:00Z,32,23,9,27,19,8
2020-04-27T01:59:00Z,32,23,9,27,19,8
2020-04-27T02:59:00Z,32,23,9,27,19,8
2020-04-27T03:59:00Z,32,23,9,27,19,8
2020-04-27T04:59:00Z,32,23,9,27,19,8
2020-04-27T05:59:00Z,32,23,9,27,19,8
2020-04-27T06:59:00Z,32,23,9,27,19,8
2020-04-27T07:59:00Z,32,23,9,27,19,8
2020-04-27T08:59:00Z,32,23,9,27,19,8
2020-04-27T09:59:00Z,32,23,9,27,19,8
2020-04-27T10:59:00Z,32,23,9,27,19,8
2020-04-27T11:59:00Z,32,23,9,27,19,8
2020-04-27T12:59:00Z,32,23,9,27,19,8
2020-04-27T13:59:00Z,32,23,9,27,19,8
2020-04-27T14:59:00Z,32,23,9,27,19,8
2020-04-27T15:59:00Z,32,23,9,27,19,8
2020-04-27T16:59:00Z,32,23,9,27,19,8
2020-04-27T17:59:00Z,32,23,9,27,19,8
2020-04-27T18:59:00Z,33,24,9,28,20,8
2020-04-27T19:59:00Z,34,24,10,29,20,9
2020-04-27T20:59:00Z,34,24,10,29,20,9
2020-04-27T21:59:00Z,34,24,10,29,20,9
2020-04-27T22:59:00Z,34,24,10,29,20,9
2020-04-27T23:59:00Z,34,24,10,29,20,9
2020-04-28T00:59:00Z,27,19,8,23,16,7
2020-04-28T01:59:00Z,27,19,8,23,16,7
2020-04-28T02:59:00Z,27,19,8,23,16,7
2020-04-28T03:59:00Z,27,19,8,23,16,7
2020-04-28T04:59:00Z,27,19,8,23,16,7
2020-04-28T05:59:00Z,27,19,8,23,16,7
2020-04-28T06:59:00Z,27,19,8,23,16,7
2020-04-28T07:59:00Z,27,19,8,23,16,7
2020-04-28T08:59:00Z,27,19,8,23,16,7
2020-04-28T09:59:00Z,27,19,8,23,16,7
2020-04-28T10:59:00Z,27,19,8,23,16,7
2020-04-28T11:59:00Z,27,19,8,23,16,7
2020-04-28T12:59:00Z,27,19,8,23,16,7
2020-04-28T13:59:00Z,27,19,8,23,16,7
2020-04-28T14:59:00Z,27,19,8,23,16,7
2020-04-28T15:59:00Z,27,19,8,23,16,7
2020-04-28T16:59:00Z,26,18,8,22,15,7
2020-04-28T17:59:00Z,25,18,7,22,15,7
2020-04-28T18:59:00Z,25,18,7,22,15,7
2020-04-28T19:59:00Z,25,18,7,22,15,7
2020-04-28T20:59:00Z,25,18,7,22,15,7
2020-04-28T21:59:00Z,25,18,7,22,15,7
